LotArea,OverallQual,OverallCond,TotalBsmtSF,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageArea,AboveMedianPrice
4500,6,5,1216,2,0,2,5,0,402,1
7758,5,7,999,1,0,3,6,0,264,0
9600,5,7,1113,1,0,3,5,1,264,0
10289,5,7,1073,1,1,3,6,0,515,0
12243,5,6,1484,2,0,3,7,1,487,1
10800,5,4,954,2,0,3,10,1,520,0
1526,4,8,630,1,0,1,3,0,286,0
2665,5,6,264,1,1,3,4,1,336,0
9490,6,7,806,1,0,3,5,2,240,0
15578,6,5,728,2,1,3,8,0,429,1
7931,5,6,1269,1,1,3,6,1,308,0
5784,5,8,190,1,0,2,4,0,273,0
7879,4,5,720,1,0,2,4,0,0,0
12692,8,5,3200,3,0,4,10,1,546,1
9120,7,6,1026,2,0,4,8,0,240,1
7800,5,7,864,1,0,3,5,0,288,0
7535,5,7,912,1,0,2,5,0,297,0
1890,6,5,672,1,1,3,7,0,264,0
9803,7,5,866,2,1,3,7,0,603,1
9170,5,7,1214,1,0,2,6,0,461,0
15602,7,8,1501,2,0,1,6,2,484,1
2308,6,5,855,2,1,3,6,1,440,0
7596,5,5,960,2,0,4,10,0,400,0
9554,8,5,777,2,1,3,8,1,471,1
7862,6,5,1218,2,0,2,4,0,676,1
9600,7,9,689,2,0,3,7,1,360,0
9600,5,6,1041,1,0,3,6,0,270,0
14559,5,7,1008,1,0,2,6,2,288,1
6792,7,5,1368,2,0,2,6,1,474,1
9100,5,5,864,1,0,3,5,0,624,0
9187,6,5,1084,1,1,3,5,0,484,0
10594,5,5,768,1,0,2,5,0,200,0
12220,10,5,2006,2,1,3,9,1,900,1
10448,6,6,689,2,1,3,7,1,583,0
10208,7,5,1264,2,1,3,7,1,889,1
9531,6,5,794,2,1,3,7,0,546,1
10918,7,9,1276,1,1,3,9,2,282,1
10800,4,7,0,2,0,3,7,0,0,0
11988,6,6,1244,1,1,3,6,2,336,0
5000,6,7,1004,2,0,3,7,2,420,0
40094,10,5,3138,3,1,3,11,1,884,1
11787,7,5,1379,2,1,3,8,1,834,1
7500,7,5,1257,2,0,3,6,1,453,1
13300,5,7,928,1,0,2,4,0,252,0
14948,9,5,1452,2,1,3,11,1,858,1
9098,4,7,528,1,0,2,5,0,0,0
32668,6,3,2035,3,0,4,9,2,484,1
10200,6,5,1461,2,0,3,5,1,600,1
6155,6,8,611,2,0,3,6,0,502,0
7200,5,7,0,1,0,2,5,1,392,0
5000,1,3,0,1,0,1,2,0,0,0
9056,8,5,707,2,1,3,6,1,403,1
7000,5,7,1117,1,0,3,5,0,0,0
8924,7,5,880,2,1,3,8,0,527,1
12735,4,5,864,1,0,3,5,0,576,0
11553,5,5,1051,1,1,3,7,1,336,0
11423,8,5,1581,2,0,3,6,1,670,1
14601,9,5,1838,2,0,2,8,1,765,1
11000,8,5,969,2,1,4,8,1,648,1
10140,7,5,1650,2,0,3,7,1,583,1
4058,7,5,723,1,0,1,4,0,367,0
17104,7,5,654,2,1,3,7,1,426,1
13837,7,5,1204,2,1,4,9,0,786,1
8737,6,7,1065,1,1,3,6,1,440,1
7244,5,7,768,1,0,2,5,0,624,0
8235,5,7,825,1,0,2,4,0,720,0
9375,7,5,912,2,1,4,8,1,615,1
4043,6,6,1069,2,0,2,4,0,440,0
6000,5,6,928,1,0,3,5,0,288,0
11146,8,5,1709,2,0,3,7,1,908,1
8777,4,5,0,2,0,2,5,0,520,0
10625,7,5,998,2,1,3,8,1,871,1
6380,5,6,993,1,0,2,5,1,280,0
14850,5,5,1092,1,0,2,6,1,299,0
11040,4,6,637,1,1,3,7,0,570,0
21872,7,5,729,2,1,3,6,1,406,1
3196,7,5,1374,2,0,2,7,1,420,1
11341,5,6,1392,1,1,3,5,1,528,0
10010,5,5,1389,1,0,2,6,1,418,1
13907,5,6,996,1,0,3,6,1,0,0
21780,6,7,1163,2,0,4,8,1,396,1
13346,7,5,1095,2,1,4,9,1,590,1
6858,6,4,806,1,1,4,6,0,216,0
11198,9,5,1122,2,1,4,11,1,656,1
10171,7,5,1517,2,0,3,7,0,532,1
12327,8,8,1496,1,1,1,5,1,612,1
7032,5,5,943,1,0,2,4,2,600,0
13101,5,5,1728,2,0,6,10,0,576,0
7332,6,6,864,1,0,2,4,0,288,0
13159,7,5,846,2,1,3,6,0,650,1
9967,7,5,384,2,1,3,8,1,400,1
10500,5,7,372,1,0,3,5,0,288,0
8480,5,5,832,1,0,2,6,0,336,0
6292,7,7,861,2,0,3,6,1,216,0
11777,5,6,1164,1,0,3,6,2,564,1
3604,7,5,689,2,0,2,5,0,540,0
12150,5,5,1050,2,0,4,7,0,352,0
14585,6,6,1144,1,0,3,7,2,572,1
12704,8,5,2042,2,1,3,8,1,1390,1
11841,6,5,816,1,0,3,5,0,0,0
13500,10,9,1237,3,1,3,9,1,880,1
6120,4,7,884,1,0,3,6,0,240,0
11443,8,5,1868,2,0,2,7,2,880,1
10267,6,7,816,1,0,2,5,0,275,0
8740,5,6,840,1,0,2,4,0,528,0
25095,5,8,1437,1,0,1,5,2,452,0
9100,5,6,742,1,0,2,4,0,308,0
8320,7,5,770,2,1,3,6,0,520,1
13478,10,5,1722,2,1,3,10,1,842,1
6600,5,8,816,1,0,2,4,0,816,0
4435,6,5,848,1,0,1,4,0,420,0
7990,5,6,924,1,0,3,5,0,280,0
11302,8,5,1814,2,0,3,7,1,758,1
3600,6,7,684,1,0,3,7,0,216,0
3922,7,5,1258,0,2,2,7,1,648,1
12984,5,6,1430,2,0,3,7,1,621,1
1950,6,6,716,2,1,3,6,1,452,0
10927,8,5,1058,2,1,3,8,1,736,1
9000,6,6,780,1,1,3,6,1,544,0
10041,8,5,908,2,1,3,8,1,506,1
3182,7,5,600,2,1,2,4,0,480,0
12803,7,5,1494,2,0,3,6,1,530,1
13600,7,6,768,2,1,3,7,3,486,1
12464,5,5,1040,1,0,3,6,0,576,0
7800,5,8,896,3,0,3,8,0,230,1
12168,8,6,965,2,1,4,10,2,380,1
7943,4,5,1029,1,0,3,5,0,261,0
11050,9,5,1440,2,1,3,8,2,736,1
10395,6,6,1032,2,0,3,6,1,564,0
11885,8,5,1299,2,1,3,7,1,531,1
8402,5,5,1120,1,0,3,6,0,0,0
1491,4,6,630,1,0,1,3,0,0,0
8800,6,7,936,1,0,3,6,0,480,0
7861,6,5,783,2,1,3,7,1,393,1
7227,6,6,832,1,0,2,4,0,528,0
11694,9,5,1822,2,0,3,9,1,774,1
12244,8,5,1482,2,1,4,10,2,749,1
8248,3,3,864,1,0,2,5,0,0,0
10800,6,7,1522,2,1,4,9,1,624,1
7064,5,6,980,1,0,3,6,0,484,0
2117,6,5,756,2,1,2,4,1,440,1
10400,6,5,732,1,2,4,8,1,484,1
10000,6,6,1116,1,1,3,5,0,440,0
12342,5,5,978,1,0,3,6,1,286,0
9600,6,6,1156,1,0,3,7,2,364,0
11606,5,5,1040,1,2,5,9,2,504,0
9020,6,5,1248,1,1,3,6,0,520,1
9000,5,6,636,1,0,3,8,0,240,0
4590,8,5,1554,2,0,2,6,1,627,1
11900,7,5,1386,2,0,3,6,1,544,0
9250,5,7,1056,1,0,3,6,0,260,0
6979,6,5,1056,0,0,0,4,0,576,0
10896,6,7,1440,2,0,8,14,0,0,1
6120,2,3,264,1,0,1,4,1,0,0
6000,5,4,811,2,0,3,7,0,256,0
8777,5,7,796,1,0,2,4,0,0,0
3982,8,5,1520,2,0,1,7,1,648,1
12677,8,5,1518,1,1,1,6,1,588,1
7050,7,5,1057,2,1,3,7,1,650,1
13860,8,7,1952,2,1,4,9,3,538,1
10793,5,5,780,2,1,4,7,0,462,0
9187,9,5,1766,2,1,2,7,1,478,1
10530,6,5,981,1,1,3,5,0,576,0
7200,5,5,0,1,0,3,7,0,420,0
10452,6,5,1094,1,0,3,5,2,495,0
7700,6,5,756,1,1,4,7,1,442,0
1936,4,6,630,1,0,1,3,0,0,0
8125,7,6,813,2,1,3,7,0,562,1
9084,4,5,755,1,0,4,7,1,296,0
8750,7,5,880,2,1,2,7,1,512,1
10320,6,7,756,1,0,3,7,0,216,0
10437,8,6,2109,2,1,2,7,1,839,1
1680,6,5,525,1,1,3,6,0,264,0
10007,5,7,1053,1,1,3,5,0,312,0
7200,7,6,776,1,1,3,6,1,270,0
17503,6,5,912,1,0,3,6,1,330,0
9937,5,7,1486,1,0,3,7,0,480,1
12384,7,7,793,2,1,3,7,1,550,1
46589,8,7,1629,2,1,4,8,1,711,1
13560,6,3,1392,1,0,2,5,2,576,0
10012,4,5,1138,2,0,3,6,0,588,0
20896,8,5,2077,1,1,1,8,1,1134,1
11194,8,5,1406,2,1,3,7,1,504,1
18450,6,5,1021,2,1,3,7,1,596,0
8125,6,5,1408,2,0,3,7,1,575,1
14175,5,6,1188,1,1,3,6,1,576,1
11600,4,5,700,1,0,2,5,1,252,0
8633,6,5,738,2,1,3,7,0,540,1
6629,6,6,672,2,0,3,6,0,300,0
11250,6,6,1208,1,1,3,6,1,546,1
14442,6,7,1477,2,0,3,7,2,416,1
9200,6,6,1136,1,0,3,5,1,384,0
2289,6,6,855,2,1,3,7,1,440,0
9600,4,2,1095,2,0,4,8,0,779,0
9022,5,8,768,1,0,2,5,0,240,0
11844,8,5,2046,2,1,3,7,1,834,1
9945,5,5,988,1,0,3,5,0,572,0
8012,6,5,923,2,0,2,5,1,264,0
4500,5,5,793,1,0,3,6,0,281,0
2887,6,5,1291,1,0,2,6,1,431,1
11248,9,5,1626,2,0,3,7,1,702,1
16770,7,5,1195,2,1,4,7,0,486,1
5062,7,5,1190,2,0,3,6,1,577,1
10207,7,6,874,3,0,3,7,0,578,1
5105,7,5,551,2,1,2,4,0,480,0
8089,8,6,1419,2,0,2,7,1,567,1
7577,6,5,1362,2,0,2,6,1,460,1
4426,6,5,848,1,0,1,3,1,420,0
21535,10,6,2444,3,1,4,10,2,832,1
26178,7,5,1210,2,1,4,9,2,628,1
5400,5,6,1073,1,0,2,4,0,326,0
6120,5,6,927,1,1,3,5,0,576,0
13811,6,6,1112,2,0,2,5,1,551,1
6000,5,7,616,1,0,2,4,0,205,0
6420,5,7,980,1,0,2,6,0,308,0
8450,5,8,894,1,0,3,5,1,336,0
4282,7,5,1391,2,0,2,5,0,530,1
14331,8,5,1800,2,0,3,7,1,765,1
9600,7,5,1164,1,1,3,6,0,528,0
12438,8,5,1234,2,1,4,10,1,666,1
7630,5,9,360,2,0,4,8,1,672,0
8400,7,5,1473,2,0,3,7,0,606,1
5600,4,5,0,2,0,3,7,0,0,0
115149,7,5,1643,2,0,2,5,2,739,1
6240,8,5,1324,2,0,2,6,1,550,1
9018,7,5,728,2,1,3,8,1,400,1
7162,5,7,876,1,0,3,6,0,408,0
4130,3,6,270,1,0,2,5,0,0,0
8712,4,7,859,1,0,2,7,0,384,0
4671,8,5,1228,2,0,2,5,1,472,1
9873,4,5,960,1,0,3,6,0,576,0
13517,6,8,725,2,1,3,6,0,475,0
10140,6,5,1064,2,0,3,7,1,478,1
10800,7,8,718,1,1,3,8,0,704,0
10000,5,6,1176,1,1,3,5,1,439,0
10542,7,5,1311,2,1,3,9,1,983,1
9920,5,6,971,1,1,3,5,1,300,0
6563,8,5,1742,2,0,2,5,1,564,1
4426,6,5,848,1,0,1,3,0,420,0
8120,4,7,864,1,0,3,5,0,463,0
8172,4,6,941,2,0,4,7,0,548,0
13286,9,5,1698,2,0,3,8,1,768,1
6960,4,6,864,1,0,3,5,0,660,0
21695,6,9,880,2,0,3,5,1,540,1
7314,7,5,1232,2,0,2,6,0,632,1
11475,5,5,1584,2,0,4,9,0,888,0
6240,4,5,780,1,0,2,5,0,539,0
5389,8,5,1595,2,0,2,5,1,608,1
9590,7,5,868,2,0,3,6,1,438,1
11404,7,5,1153,2,1,3,8,1,541,1
10000,5,6,864,1,0,3,6,1,264,0
8978,5,5,948,1,0,3,6,0,300,0
10800,7,7,880,1,1,2,6,2,320,0
8544,3,4,0,2,0,2,6,0,400,0
10463,8,5,893,2,1,3,8,1,800,1
10800,5,5,1200,3,0,3,5,0,0,1
9313,7,5,864,2,1,3,7,0,572,1
9600,5,7,264,2,0,2,7,0,360,0
6768,6,8,912,1,0,3,5,0,288,0
8450,7,5,1349,2,0,3,6,0,539,1
12886,5,6,520,2,0,3,6,1,480,1
5395,8,5,1337,2,0,2,5,1,462,1
8963,8,9,1142,3,1,4,11,2,831,1
8795,7,5,952,2,1,4,8,1,554,1
11700,7,7,1240,1,1,4,8,1,864,1
10593,7,5,1720,2,0,3,7,1,527,1
8405,4,3,0,2,0,4,9,0,240,0
8800,4,7,576,1,0,3,7,0,0,0
7750,7,5,660,2,1,3,6,0,400,0
9236,6,5,1479,2,0,3,6,0,576,1
10240,8,5,1030,2,1,3,8,1,878,1
7930,6,8,1026,1,0,3,5,0,440,0
3230,6,5,729,2,1,3,6,0,440,1
10769,8,5,866,2,1,3,7,0,578,1
11616,6,5,672,2,1,3,6,1,440,0
2280,7,5,744,2,1,3,6,0,440,1
12257,8,5,1318,2,1,4,9,1,752,1
9100,6,6,864,1,0,2,5,0,300,0
6911,5,5,1145,1,0,2,5,0,440,0
8640,7,5,756,2,1,3,7,0,614,1
9430,8,5,1252,2,1,3,8,1,856,1
9549,8,5,1494,1,1,2,6,1,481,1
14587,9,5,1498,2,0,2,6,1,592,1
10421,7,5,980,2,1,3,7,1,496,1
12508,6,7,983,2,0,4,7,0,423,0
9100,7,5,1860,2,0,3,8,1,484,1
53504,8,5,1650,3,1,4,12,1,841,1
7252,5,5,858,1,0,2,5,0,576,0
8877,4,5,836,1,0,2,6,0,396,0
7819,6,5,1029,1,0,3,6,1,672,0
10150,5,5,912,1,0,2,5,0,275,0
14226,8,5,1935,2,0,3,9,1,895,1
4500,6,5,1204,2,0,2,5,0,412,0
11210,7,5,1614,2,0,3,7,0,865,1
13350,5,5,864,1,0,3,5,1,440,0
8400,5,5,0,2,0,4,10,2,630,0
10530,6,5,975,1,0,2,4,0,504,0
7875,7,5,1237,2,0,3,6,1,402,1
7153,6,5,761,2,1,3,7,0,484,1
16285,7,5,1413,2,0,3,6,0,605,1
9101,5,6,1097,1,0,1,4,1,602,1
6300,6,6,742,2,0,3,9,1,0,0
9790,6,5,1372,2,0,3,7,1,457,0
10800,5,6,686,2,0,4,7,0,416,0
10142,7,5,956,2,1,4,8,0,618,1
6000,4,7,901,1,0,2,4,0,281,0
12205,6,8,832,2,1,5,9,0,444,1
3182,7,5,1145,2,0,2,5,1,397,0
11333,6,5,1029,1,0,3,5,2,539,0
9920,7,5,1117,2,1,3,8,1,455,1
9158,8,5,1496,2,0,3,7,0,474,1
10832,7,5,712,2,1,3,7,1,409,1
8400,6,6,650,2,1,3,7,1,476,1
8197,6,5,660,1,1,3,7,1,528,0
7677,5,5,773,1,0,2,4,0,240,0
13518,9,5,1926,3,1,4,11,2,820,1
7200,5,7,731,1,1,3,7,2,240,1
12798,6,5,616,2,1,4,8,0,603,1
4800,4,7,1196,1,0,2,5,0,440,0
8199,7,5,728,2,1,3,7,1,410,1
13891,9,5,1734,3,1,4,12,1,1020,1
9000,5,5,936,1,0,2,5,0,286,0
12274,7,5,1417,2,0,3,6,0,554,1
9750,5,5,980,2,0,3,6,0,384,0
21384,5,6,1324,1,1,3,6,1,528,1
13400,5,5,1024,1,0,3,6,1,484,0
8100,5,5,849,2,0,2,11,0,360,0
10140,6,6,1040,1,1,3,5,1,484,1
4438,6,5,848,1,0,1,4,1,420,0
8712,5,5,540,1,0,2,4,0,504,0
9750,6,6,1442,1,1,4,7,0,301,0
8248,5,7,686,1,1,3,7,0,280,0
12137,7,5,1649,2,0,3,6,0,598,1
11425,5,6,1008,1,0,2,4,1,275,0
13265,8,5,1568,2,0,3,7,2,857,1
8816,6,7,1010,1,0,3,6,0,440,0
6371,7,5,1358,2,0,2,6,1,484,1
7226,7,5,798,2,1,3,6,0,595,1
6000,4,4,936,1,0,2,4,0,576,0
12394,7,5,847,2,1,3,7,1,433,1
9900,6,7,778,2,0,3,7,1,240,0
11216,8,5,1489,2,0,3,7,1,776,1
14803,10,5,2078,2,0,2,7,1,1220,1
6130,5,6,784,1,0,2,5,0,0,0
8529,7,5,1454,2,0,3,6,1,527,1
28698,5,5,1013,2,1,3,7,0,538,1
2544,7,5,600,2,1,2,4,0,480,0
11900,6,5,1392,1,1,3,6,2,458,1
3180,7,5,600,2,1,2,4,0,480,0
9548,7,6,941,2,1,3,7,1,613,1
10004,6,6,1516,1,1,3,6,0,472,1
7875,5,6,1144,1,0,3,6,0,456,0
9600,4,7,1067,2,0,2,4,0,436,0
8100,5,6,1559,1,0,2,5,0,812,0
1680,6,5,483,1,1,2,5,0,264,0
9525,5,6,1099,1,1,3,6,0,352,0
11767,5,6,768,1,0,3,6,0,240,0
12155,6,8,672,2,0,4,7,0,400,0
10440,5,8,650,2,0,3,8,1,686,0
9020,6,7,1127,1,1,3,6,0,490,1
8000,5,4,1800,2,0,6,10,0,0,0
12665,5,8,876,1,1,4,7,1,720,0
16647,5,5,1390,2,0,3,6,2,611,1
9317,7,5,740,2,1,3,7,1,425,1
15523,5,6,864,1,0,3,5,1,338,0
45600,6,8,907,3,0,5,10,1,360,1
9600,6,7,528,2,1,3,7,1,512,1
4435,6,5,848,1,0,1,3,0,420,0
3196,8,5,1273,2,0,2,7,1,400,1
7128,7,5,918,2,0,4,7,2,240,1
12095,6,6,1127,1,1,3,7,1,645,0
17920,5,4,1763,1,1,3,6,1,454,1
6897,5,8,1040,1,1,3,6,0,260,0
10970,6,6,940,1,0,3,5,0,576,0
8125,6,5,702,2,1,3,6,1,343,1
10400,7,5,1090,2,0,3,6,1,479,0
11029,6,7,1054,2,1,4,9,1,619,1
7642,7,8,912,1,1,3,7,1,216,1
11625,5,4,1039,1,1,3,6,0,504,0
9672,6,5,1040,2,0,3,6,0,480,0
7931,5,5,1148,1,0,3,6,0,672,0
8640,7,5,1372,2,0,3,6,0,529,1
8750,5,6,1002,1,0,3,5,0,902,0
10656,8,5,1638,2,0,3,6,1,870,1
6970,4,5,1040,1,1,3,5,0,544,0
14762,5,6,0,2,0,2,7,1,672,1
9938,7,5,1050,2,1,3,8,1,574,1
6600,5,5,894,1,0,2,5,0,308,0
8750,6,5,804,2,1,3,7,0,523,1
8892,5,7,105,1,0,3,5,0,414,0
12144,5,7,832,1,0,3,6,1,288,0
5720,5,6,676,1,1,3,5,0,200,0
9000,8,5,1184,2,1,4,11,1,550,1
25286,4,5,1064,1,0,3,5,0,648,0
8834,9,5,1462,2,1,4,10,1,738,1
11782,5,7,1109,1,0,3,6,0,576,0
7000,5,8,864,1,0,3,6,0,336,0
7024,5,5,1090,1,1,2,5,0,450,0
13758,7,5,1156,2,1,3,7,1,400,1
9636,6,5,808,2,1,3,7,1,389,1
6204,4,5,795,1,0,5,10,0,440,0
7150,5,5,892,1,0,3,5,0,288,0
5119,9,5,1698,2,0,2,5,1,506,1
8393,5,5,1626,2,0,4,8,0,588,0
16466,5,7,816,1,1,3,8,0,300,0
15865,8,6,2217,2,0,4,8,1,621,1
12160,6,4,1505,1,0,2,6,1,505,0
8064,5,7,672,1,0,3,6,1,576,0
11184,6,5,918,2,1,3,7,1,440,1
8414,6,8,1059,1,0,3,6,0,264,0
13284,5,5,1383,1,0,3,6,1,354,1
7018,5,5,0,2,0,4,8,0,400,0
7056,6,5,780,1,1,4,8,1,483,0
8765,4,6,951,1,0,2,6,0,327,0
7018,5,5,0,2,0,6,12,0,528,0
12919,9,5,2330,2,1,2,11,2,820,1
6993,5,7,912,1,0,3,6,1,288,0
7340,4,6,858,1,0,2,4,0,684,0
8712,5,7,992,1,0,2,5,0,756,0
7875,7,5,783,2,1,3,8,1,393,1
14859,7,5,1670,2,0,3,7,1,690,1
6173,5,6,876,1,0,3,6,0,288,0
9920,5,5,1056,1,0,3,6,0,280,0
13501,8,5,1623,2,0,3,8,1,865,1
11500,7,7,1017,1,1,3,6,1,180,1
8885,5,5,864,1,0,2,5,0,484,0
12589,6,5,742,2,1,3,8,1,390,1
11600,5,5,1105,2,0,5,12,0,480,0
9286,5,7,1268,1,1,3,5,0,252,0
6120,5,7,768,1,0,3,6,0,450,0
6270,5,6,1001,2,0,4,8,0,871,0
3000,6,5,612,2,1,2,4,0,528,1
2001,4,5,546,1,1,3,6,0,286,0
9000,2,3,480,0,0,1,4,0,308,0
17140,4,6,1134,1,0,3,6,0,284,0
13125,7,5,1104,2,1,4,8,1,833,1
11029,6,8,1184,1,0,3,6,1,601,1
8462,6,5,928,2,1,3,7,0,471,1
8777,5,7,1272,2,2,4,9,0,0,0
10237,6,5,1316,2,0,3,6,1,397,1
8012,6,5,1604,2,0,2,5,1,533,1
10240,6,6,1686,2,0,3,7,1,612,1
15611,5,6,1126,2,0,3,6,0,540,1
11999,8,5,1181,2,1,4,10,1,656,1
9900,7,5,832,2,1,4,9,1,486,1
11838,8,5,1753,2,0,3,7,1,522,1
13006,7,5,964,2,1,4,8,1,642,1
8925,8,5,1466,2,0,3,7,0,610,1
9100,5,6,925,1,0,2,5,0,429,0
11670,9,5,1905,2,0,3,8,1,788,1
8487,7,5,1500,2,0,3,6,0,570,1
27650,7,7,585,2,0,4,9,1,505,1
5825,4,5,600,1,0,1,5,0,528,0
10083,7,5,1176,2,0,2,5,0,555,1
9675,7,5,1113,2,1,3,8,1,689,1
8760,7,5,1391,2,1,3,7,0,868,1
24090,7,7,1032,2,0,4,10,2,349,1
12640,6,5,1728,2,0,4,8,0,574,0
8755,7,5,992,2,1,3,8,1,390,1
7711,4,3,1440,2,0,4,8,0,0,0
25000,5,4,1632,2,0,4,8,0,576,0
14375,6,6,819,1,0,3,7,1,525,0
8820,5,6,1088,1,0,2,7,0,456,0
8163,5,6,1144,1,0,3,6,1,796,0
14536,8,5,1616,2,0,3,9,1,808,1
14006,7,5,936,2,1,3,7,1,474,1
9360,6,7,1161,1,1,3,5,1,676,1
7200,5,8,864,1,0,3,5,0,720,0
7800,5,5,828,1,0,3,6,0,300,0
7200,5,8,768,1,0,2,5,0,396,0
11075,5,4,784,2,1,4,7,1,530,1
9400,6,5,945,2,0,4,4,0,0,0
7136,6,6,979,2,0,4,8,0,492,0
1300,6,6,561,1,1,2,5,1,462,0
7420,5,5,1057,1,0,3,6,0,576,0
8450,7,5,1337,2,0,3,6,0,531,1
2572,7,5,696,2,1,3,6,0,484,0
7207,5,7,858,1,0,2,4,0,0,0
12227,6,7,1330,2,1,4,11,1,619,1
2308,6,6,804,2,1,3,7,1,440,0
11923,9,5,1800,2,0,2,7,0,702,1
11316,7,5,817,2,1,4,8,1,510,1
10237,6,5,783,2,1,3,8,1,393,1
9600,5,7,728,1,1,2,7,2,256,0
7390,5,7,1098,1,0,3,6,0,260,0
5925,3,6,600,1,0,2,6,0,0,0
10382,6,5,588,1,0,2,6,0,264,0
10800,4,4,720,1,1,4,6,0,0,0
